"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
0.0741395106579907,6,58,3.31034482758621,"GO:0005525 GTP binding","HTTP://AMIGO.GENEONTOLOGY.ORG/AMIGO/TERM/GO:0005525","infB cysN hflX der lepA era"
0.0757274088358915,6,59,3.25423728813559,"GO:0019843 rRNA binding","HTTP://AMIGO.GENEONTOLOGY.ORG/AMIGO/TERM/GO:0019843","rlmN ettA raiA rnc hflX era"
0.0874224558439356,4,29,4.41379310344828,"GO:0050661 NADP binding","HTTP://AMIGO.GENEONTOLOGY.ORG/AMIGO/TERM/GO:0050661","gapA rfaD preA cysI"
0.0937633467932694,2,6,10.6666666666667,"GO:0016209 antioxidant activity","HTTP://AMIGO.GENEONTOLOGY.ORG/AMIGO/TERM/GO:0016209","sodC sodA"
0.0979900960401568,3,17,5.64705882352941,"GO:0008134 transcription factor binding","HTTP://AMIGO.GENEONTOLOGY.ORG/AMIGO/TERM/GO:0008134","lysP ygeV mtfA"
0.111061278050948,2,7,9.14285714285714,"GO:0001000 bacterial-type RNA polymerase core enzyme binding","HTTP://AMIGO.GENEONTOLOGY.ORG/AMIGO/TERM/GO:0001000","nusA rapA"
0.111061278050948,11,172,2.04651162790698,"GO:0016829 lyase activity","HTTP://AMIGO.GENEONTOLOGY.ORG/AMIGO/TERM/GO:0016829","deoC cyaA eno trpA nnr fbaA speA aspA ltaE sdaA trpB"
0.127666687497369,2,8,8,"GO:0003916 DNA topoisomerase activity","HTTP://AMIGO.GENEONTOLOGY.ORG/AMIGO/TERM/GO:0003916","topA ydgA"
0.127666687497369,3,20,4.8,"GO:0003954 NADH dehydrogenase activity","HTTP://AMIGO.GENEONTOLOGY.ORG/AMIGO/TERM/GO:0003954","preT preA nuoG"
0.127666687497369,2,8,8,"GO:0016614 oxidoreductase activity-acting on CH-OH group of donors","HTTP://AMIGO.GENEONTOLOGY.ORG/AMIGO/TERM/GO:0016614","lldD gcd"
0.143777068261513,18,357,1.61344537815126,"GO:0016491 oxidoreductase activity","HTTP://AMIGO.GENEONTOLOGY.ORG/AMIGO/TERM/GO:0016491","nuoG ucpA gapA preA sodA ispG yqhD preT fucO sodC cysJ hcp gpr folM lldD gcd sodB cysI"
0.148906904051939,2,9,7.11111111111111,"GO:0002161 aminoacyl-tRNA editing activity","HTTP://AMIGO.GENEONTOLOGY.ORG/AMIGO/TERM/GO:0002161","valS proS"
0.175861282765673,2,10,6.4,"GO:0003690 double-stranded DNA binding","HTTP://AMIGO.GENEONTOLOGY.ORG/AMIGO/TERM/GO:0003690","rsmA cas3"
0.180988069661795,9,147,1.95918367346939,"GO:0051536 iron-sulfur cluster binding","HTTP://AMIGO.GENEONTOLOGY.ORG/AMIGO/TERM/GO:0051536","cysI preA rlmN nuoG hcp fhuF sdaA ispG preT"
