"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
6.24820862838491e-07,11,36,9.77777777777778,"GO:0006935 chemotaxis","HTTP://AMIGO.GENEONTOLOGY.ORG/AMIGO/TERM/GO:0006935","tar tsr cheB motA cheY cheW cheR motB cheZ cheA tap"
2.97410783946694e-05,5,7,22.8571428571429,"GO:1990451 cellular stress response to acidic pH","HTTP://AMIGO.GENEONTOLOGY.ORG/AMIGO/TERM/GO:1990451","hdeB cadB hdeA dctR gadE"
0.000201267052263843,9,45,6.4,"GO:0071973 bacterial-type flagellum-dependent cell motility","HTTP://AMIGO.GENEONTOLOGY.ORG/AMIGO/TERM/GO:0071973","motB fliS fliT flgL motA flgK fliC fliD ycgR"
0.000201267052263843,5,10,16,"GO:1902021 regulation of bacterial-type flagellum-dependent cell motility","HTTP://AMIGO.GENEONTOLOGY.ORG/AMIGO/TERM/GO:1902021","cheY tsr pdeH cheA cheZ"
0.000279874777707115,4,6,21.3333333333333,"GO:0009268 response to pH","HTTP://AMIGO.GENEONTOLOGY.ORG/AMIGO/TERM/GO:0009268","hdeB hdeD yhbO ybaT"
0.00389008445450544,4,11,11.6363636363636,"GO:0031460 glycine betaine transport","HTTP://AMIGO.GENEONTOLOGY.ORG/AMIGO/TERM/GO:0031460","yehW osmF yehY yehX"
0.00389008445450544,7,41,5.46341463414634,"GO:0007165 signal transduction","HTTP://AMIGO.GENEONTOLOGY.ORG/AMIGO/TERM/GO:0007165","tsr cheB tap cheA tar cheY cheW"
0.00498227160601346,4,12,10.6666666666667,"GO:0097588 archaeal or bacterial-type flagellum-dependent cell motility","HTTP://AMIGO.GENEONTOLOGY.ORG/AMIGO/TERM/GO:0097588","motB cheZ cheY motA"
0.00663337673869704,3,6,16,"GO:0070814 hydrogen sulfide biosynthetic process","HTTP://AMIGO.GENEONTOLOGY.ORG/AMIGO/TERM/GO:0070814","cysD cysJ cysN"
0.00680575076575535,3,7,13.7142857142857,"GO:0015768 maltose transport","HTTP://AMIGO.GENEONTOLOGY.ORG/AMIGO/TERM/GO:0015768","malG malF malK"
0.00680575076575535,3,7,13.7142857142857,"GO:0070689 L-threonine catabolic process to propionate","HTTP://AMIGO.GENEONTOLOGY.ORG/AMIGO/TERM/GO:0070689","tdcA tdcD tdcB"
0.00680575076575535,3,7,13.7142857142857,"GO:1902358 sulfate transmembrane transport","HTTP://AMIGO.GENEONTOLOGY.ORG/AMIGO/TERM/GO:1902358","cysW cysP sbp"
0.00680575076575535,3,7,13.7142857142857,"GO:0000103 sulfate assimilation","HTTP://AMIGO.GENEONTOLOGY.ORG/AMIGO/TERM/GO:0000103","cysN cysJ cysD"
0.00680575076575535,4,14,9.14285714285714,"GO:0006790 sulfur compound metabolic process","HTTP://AMIGO.GENEONTOLOGY.ORG/AMIGO/TERM/GO:0006790","cysP cysD cysN sbp"
0.00680575076575535,3,7,13.7142857142857,"GO:0008272 sulfate transport","HTTP://AMIGO.GENEONTOLOGY.ORG/AMIGO/TERM/GO:0008272","cysW cysP sbp"
0.00870743538874614,7,54,4.14814814814815,"GO:0006979 response to oxidative stress","HTTP://AMIGO.GENEONTOLOGY.ORG/AMIGO/TERM/GO:0006979","wrbA cysD katE yfcG yhbO ytfE sufA"
0.00938868950081091,3,8,12,"GO:0044011 single-species biofilm formation on inanimate substrate","HTTP://AMIGO.GENEONTOLOGY.ORG/AMIGO/TERM/GO:0044011","ygiW yodD ydeI"
0.0178338474290398,4,20,6.4,"GO:0098869 cellular oxidant detoxification","HTTP://AMIGO.GENEONTOLOGY.ORG/AMIGO/TERM/GO:0098869","yfcG katE hcp rclA"
0.0300987666647995,3,12,8,"GO:0070301 cellular response to hydrogen peroxide","HTTP://AMIGO.GENEONTOLOGY.ORG/AMIGO/TERM/GO:0070301","ygiW yodD ydeI"
0.0333868128735416,8,89,2.87640449438202,"GO:0006865 amino acid transport","HTTP://AMIGO.GENEONTOLOGY.ORG/AMIGO/TERM/GO:0006865","cadB yehW cyuP ybaT yehX yehY osmF tdcC"
0.0345992828818621,3,13,7.38461538461539,"GO:0006749 glutathione metabolic process","HTTP://AMIGO.GENEONTOLOGY.ORG/AMIGO/TERM/GO:0006749","ggt yncG yfcG"
