"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
0.0168490248422209,6,31,6.19354838709677,"Path:eco00920 Sulfur metabolism","HTTP://WWW.GENOME.JP/KEGG-BIN/SHOW_PATHWAY?ECO00920","cysW cysP cysN cysD cysI cysJ"
0.0368358794553484,5,32,5,"Path:eco00030 Pentose phosphate pathway","HTTP://WWW.GENOME.JP/KEGG-BIN/SHOW_PATHWAY?ECO00030","gcd pgl fbaA deoC deoB"
0.0368358794553484,8,78,3.28205128205128,"Path:eco00230 Purine metabolism","HTTP://WWW.GENOME.JP/KEGG-BIN/SHOW_PATHWAY?ECO00230","apaH purF cysN cysD ppnN cyaA deoB deoD"
0.0368358794553484,43,918,1.49891067538126,"Path:eco01100 Metabolic pathways","HTTP://WWW.GENOME.JP/KEGG-BIN/SHOW_PATHWAY?ECO01100","apaH gcd pgl ltaE hcp cmk trpA trpB rspA folM gapA sdaA preT preA menF nuoG ackA pta purF ispG cysN cysD cysI cysJ eno pyrG ppnN fucO fbaA pgk speB speA yqhD fmt lldD rfaD waaA cyaA aspA yjjG deoC deoB deoD"
0.0853054597000679,6,57,3.36842105263158,"Path:eco00240 Pyrimidine metabolism","HTTP://WWW.GENOME.JP/KEGG-BIN/SHOW_PATHWAY?ECO00240","cmk preT preA pyrG ppnN yjjG"
0.10398915648282,2,8,8,"Path:eco00261 Monobactam biosynthesis","HTTP://WWW.GENOME.JP/KEGG-BIN/SHOW_PATHWAY?ECO00261","cysN cysD"
0.10398915648282,2,6,10.6666666666667,"Path:eco00430 Taurine and hypotaurine metabolism","HTTP://WWW.GENOME.JP/KEGG-BIN/SHOW_PATHWAY?ECO00430","ackA pta"
0.10398915648282,4,32,4,"Path:eco00640 Propanoate metabolism","HTTP://WWW.GENOME.JP/KEGG-BIN/SHOW_PATHWAY?ECO00640","ackA pta fucO yqhD"
0.10398915648282,4,33,3.87878787878788,"Path:eco00680 Methane metabolism","HTTP://WWW.GENOME.JP/KEGG-BIN/SHOW_PATHWAY?ECO00680","ackA pta eno fbaA"
0.10398915648282,2,8,8,"Path:eco01053 Biosynthesis of siderophore group nonribosomal peptides","HTTP://WWW.GENOME.JP/KEGG-BIN/SHOW_PATHWAY?ECO01053","entF menF"
0.10398915648282,18,341,1.6891495601173,"Path:eco01110 Biosynthesis of secondary metabolites","HTTP://WWW.GENOME.JP/KEGG-BIN/SHOW_PATHWAY?ECO01110","gcd entF pgl ltaE trpA trpB gapA sdaA menF purF ispG cysN cysD eno fbaA pgk speA deoD"
0.10398915648282,8,110,2.32727272727273,"Path:eco01200 Carbon metabolism","HTTP://WWW.GENOME.JP/KEGG-BIN/SHOW_PATHWAY?ECO01200","pgl gapA sdaA ackA pta eno fbaA pgk"
0.110103014024573,4,38,3.36842105263158,"Path:eco00260 Glycine serine and threonine metabolism","HTTP://WWW.GENOME.JP/KEGG-BIN/SHOW_PATHWAY?ECO00260","ltaE trpA trpB sdaA"
0.110103014024573,8,117,2.18803418803419,"Path:eco01230 Biosynthesis of amino acids","HTTP://WWW.GENOME.JP/KEGG-BIN/SHOW_PATHWAY?ECO01230","ltaE trpA trpB gapA sdaA eno fbaA pgk"
0.159028992177929,5,63,2.53968253968254,"Path:eco01232 Nucleotide metabolism","HTTP://WWW.GENOME.JP/KEGG-BIN/SHOW_PATHWAY?ECO01232","cmk pyrG ppnN yjjG deoD"
0.184702154048341,4,47,2.72340425531915,"Path:eco00010 Glycolysis-Gluconeogenesis","HTTP://WWW.GENOME.JP/KEGG-BIN/SHOW_PATHWAY?ECO00010","gapA eno fbaA pgk"
0.184702154048341,2,13,4.92307692307692,"Path:eco00670 One carbon pool by folate","HTTP://WWW.GENOME.JP/KEGG-BIN/SHOW_PATHWAY?ECO00670","folM fmt"
0.199447417668104,2,14,4.57142857142857,"Path:eco00410 beta-Alanine metabolism","HTTP://WWW.GENOME.JP/KEGG-BIN/SHOW_PATHWAY?ECO00410","preT preA"
